UKBPPP_ProteinID	olink_target_fullname	OlinkID	UniProt	Assay	Panel	Panel_Lot_Nr	UniProt2	HGNC.symbol	Docname	Code	ensembl_id	chr	gene_start	gene_end	Strand	Dilution_factor	block
SSC4D:Q8WTU2:OID20182:v1	Scavenger receptor cysteine-rich domain-containing group B protein	OID20182	Q8WTU2	SSC4D	Cardiometabolic	B04413	Q8WTU2	SSC4D	SSC4D_Q8WTU2_OID20182_v1_Cardiometabolic.tar	syn51470827	ENSG00000146700	7	76389334	76409697	-1	01:10	B
SSC5D:A1L4H1:OID20351:v1	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D	OID20351	A1L4H1	SSC5D	Cardiometabolic	B04413	A1L4H1	SSC5D	SSC5D_A1L4H1_OID20351_v1_Cardiometabolic.tar	syn51468432	ENSG00000179954	19	55488404	55519099	1	0.736111111	D
ST3GAL1:Q11201:OID21322:v1	"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 "	OID21322	Q11201	ST3GAL1	Oncology	B04412	Q11201	ST3GAL1	ST3GAL1_Q11201_OID21322_v1_Oncology.tar	syn51470125	ENSG00000008513	8	133454848	133571940	-1	01:01	B
ST6GAL1:P15907:OID20302:v1	"Beta-galactoside alpha-2,6-sialyltransferase 1 "	OID20302	P15907	ST6GAL1	Cardiometabolic	B04413	P15907	ST6GAL1	ST6GAL1_P15907_OID20302_v1_Cardiometabolic.tar	syn51468610	ENSG00000073849	3	186930325	187078553	1	0.111111111	C
STAMBP:O95630:OID20955:v1	STAM-binding protein	OID20955	O95630	STAMBP	Neurology	B04414	O95630	STAMBP	STAMBP_O95630_OID20955_v1_Neurology.tar	syn51471455	ENSG00000124356	2	73828916	73873659	1	01:01	B
STAT5B:P51692:OID21277:v1	Signal transducer and activator of transcription 5B	OID21277	P51692	STAT5B	Oncology	B04412	P51692	STAT5B	STAT5B_P51692_OID21277_v1_Oncology.tar	syn51470302	ENSG00000173757	17	42199177	42276707	-1	01:01	B
STC1:P52823:OID21014:v1	Stanniocalcin-1	OID21014	P52823	STC1	Neurology	B04414	P52823	STC1	STC1_P52823_OID21014_v1_Neurology.tar	syn51470840	ENSG00000159167	8	23841929	23854806	-1	01:10	C
STC2:O76061:OID21157:v1	Stanniocalcin-2	OID21157	O76061	STC2	Neurology	B04414	O76061	STC2	STC2_O76061_OID21157_v1_Neurology.tar	syn51471156	ENSG00000113739	5	173314723	173328447	-1	0.111111111	D
STIP1:P31948:OID21077:v1	Stress-induced-phosphoprotein 1	OID21077	P31948	STIP1	Neurology	B04414	P31948	STIP1	STIP1_P31948_OID21077_v1_Neurology.tar	syn51471376	ENSG00000168439	11	64185272	64204543	1	0.111111111	D
STK11:Q15831:OID20077:v1	Serine/threonine-protein kinase STK11	OID20077	Q15831	STK11	Cardiometabolic	B04413	Q15831	STK11	STK11_Q15831_OID20077_v1_Cardiometabolic.tar	syn51469527	ENSG00000118046	19	1177558	1228431	1	01:01	A
STK24:Q9Y6E0:OID20837:v1	Serine/threonine-protein kinase 24	OID20837	Q9Y6E0	STK24	Neurology	B04414	Q9Y6E0	STK24	STK24_Q9Y6E0_OID20837_v1_Neurology.tar	syn51468748	ENSG00000102572	13	98445185	98577940	-1	01:01	A
STK4:Q13043:OID20140:v1	Serine/threonine-protein kinase 4	OID20140	Q13043	STK4	Cardiometabolic	B04413	Q13043	STK4	STK4_Q13043_OID20140_v1_Cardiometabolic.tar	syn51470488	ENSG00000101109	20	44966479	45080021	1	01:10	B
STX16:O14662:OID21170:v1	Syntaxin-16	OID21170	O14662	STX16	Oncology	B04412	O14662	STX16	STX16_O14662_OID21170_v1_Oncology.tar	syn51469689	ENSG00000124222	20	58651253	58679526	1	01:01	A
STX4:Q12846:OID21326:v1	Syntaxin-4	OID21326	Q12846	STX4	Oncology	B04412	Q12846	STX4	STX4_Q12846_OID21326_v1_Oncology.tar	syn51470474	ENSG00000103496	16	31032889	31042975	1	01:01	B
STX6:O43752:OID21219:v1	Syntaxin-6	OID21219	O43752	STX6	Oncology	B04412	O43752	STX6	STX6_O43752_OID21219_v1_Oncology.tar	syn51471422	ENSG00000135823	1	180972712	181023121	-1	01:01	A
STX8:Q9UNK0:OID20531:v1	Syntaxin-8	OID20531	Q9UNK0	STX8	Inflammation	B04411	Q9UNK0	STX8	STX8_Q9UNK0_OID20531_v1_Inflammation.tar	syn51469432	ENSG00000170310	17	9250471	9576591	-1	01:01	B
STXBP3:O00186:OID21240:v1	Syntaxin-binding protein 3	OID21240	O00186	STXBP3	Oncology	B04412	O00186	STXBP3	STXBP3_O00186_OID21240_v1_Oncology.tar	syn51471465	ENSG00000116266	1	108746674	108809523	1	01:01	A
SUGT1:Q9Y2Z0:OID21229:v1	Protein SGT1 homolog	OID21229	Q9Y2Z0	SUGT1	Oncology	B04412	Q9Y2Z0	SUGT1	SUGT1_Q9Y2Z0_OID21229_v1_Oncology.tar	syn51470756	ENSG00000165416	13	52652709	52700909	1	01:01	A
SULT1A1:P50225:OID21031:v1	Sulfotransferase 1A1	OID21031	P50225	SULT1A1	Neurology	B04414	P50225	SULT1A1	SULT1A1_P50225_OID21031_v1_Neurology.tar	syn51470088	ENSG00000196502	16	28603944	28623625	-1	01:10	C
SULT2A1:Q06520:OID20508:v1	Bile salt sulfotransferase	OID20508	Q06520	SULT2A1	Inflammation	B04411	Q06520	SULT2A1	SULT2A1_Q06520_OID20508_v1_Inflammation.tar	syn51470440	ENSG00000105398	19	47870467	47886315	-1	01:01	B
SUMF2:Q8NBJ7:OID21032:v1	Inactive C-alpha-formylglycine-generating enzyme 2	OID21032	Q8NBJ7	SUMF2	Neurology	B04414	Q8NBJ7	SUMF2	SUMF2_Q8NBJ7_OID21032_v1_Neurology.tar	syn51468647	ENSG00000129103	7	56064002	56080670	1	01:10	C
SUSD1:Q6UWL2:OID20072:v1	Sushi domain-containing protein 1	OID20072	Q6UWL2	SUSD1	Cardiometabolic	B04413	Q6UWL2	SUSD1	SUSD1_Q6UWL2_OID20072_v1_Cardiometabolic.tar	syn51470764	ENSG00000106868	9	112040783	112175297	-1	01:01	A
SUSD2:Q9UGT4:OID21098:v1	Sushi domain-containing protein 2	OID21098	Q9UGT4	SUSD2	Neurology	B04414	Q9UGT4	SUSD2	SUSD2_Q9UGT4_OID21098_v1_Neurology.tar	syn51470618	ENSG00000099994	22	24181487	24189106	1	0.111111111	D
TACC3:Q9Y6A5:OID21285:v1	Transforming acidic coiled-coil-containing protein 3	OID21285	Q9Y6A5	TACC3	Oncology	B04412	Q9Y6A5	TACC3	TACC3_Q9Y6A5_OID21285_v1_Oncology.tar	syn51468628	ENSG00000013810	4	1712858	1745171	1	01:01	B
TACSTD2:P09758:OID21447:v1	Tumor-associated calcium signal transducer 2	OID21447	P09758	TACSTD2	Oncology	B04412	P09758	TACSTD2	TACSTD2_P09758_OID21447_v1_Oncology.tar	syn51470014	ENSG00000184292	1	58575433	58577252	-1	01:01	C
TAFA5:Q7Z5A7:OID21321:v1	Chemokine-like protein TAFA-5	OID21321	Q7Z5A7	TAFA5	Oncology	B04412	Q7Z5A7	TAFA5	TAFA5_Q7Z5A7_OID21321_v1_Oncology.tar	syn51471456	ENSG00000219438	22	48489553	48850912	1	01:01	B
TANK:Q92844:OID20474:v1	TRAF family member-associated NF-kappa-B activator	OID20474	Q92844	TANK	Inflammation	B04411	Q92844	TANK	TANK_Q92844_OID20474_v1_Inflammation.tar	syn51469326	ENSG00000136560	2	161136908	161236230	1	01:01	A
TARBP2:Q15633:OID20870:v1	RISC-loading complex subunit TARBP2	OID20870	Q15633	TARBP2	Neurology	B04414	Q15633	TARBP2	TARBP2_Q15633_OID20870_v1_Neurology.tar	syn51470288	ENSG00000139546	12	53500921	53506431	1	01:01	A
TBC1D17:Q9HA65:OID20844:v1	TBC1 domain family member 17	OID20844	Q9HA65	TBC1D17	Neurology	B04414	Q9HA65	TBC1D17	TBC1D17_Q9HA65_OID20844_v1_Neurology.tar	syn51471380	ENSG00000104946	19	49877666	49888750	1	01:01	A
TBC1D23:Q9NUY8:OID21286:v1	TBC1 domain family member 23	OID21286	Q9NUY8	TBC1D23	Oncology	B04412	Q9NUY8	TBC1D23	TBC1D23_Q9NUY8_OID21286_v1_Oncology.tar	syn51469066	ENSG00000036054	3	100260992	100325251	1	01:01	B
TBC1D5:Q92609:OID20521:v1	TBC1 domain family member 5	OID20521	Q92609	TBC1D5	Inflammation	B04411	Q92609	TBC1D5	TBC1D5_Q92609_OID20521_v1_Inflammation.tar	syn51470214	ENSG00000131374	3	17157162	18444817	-1	01:01	B
TBCB:Q99426:OID20993:v1	Tubulin-folding cofactor B	OID20993	Q99426	TBCB	Neurology	B04414	Q99426	TBCB	TBCB_Q99426_OID20993_v1_Neurology.tar	syn51471193	ENSG00000105254	19	36114289	36125947	1	01:01	B
TBCC:Q15814:OID20942:v1	Tubulin-specific chaperone C	OID20942	Q15814	TBCC	Neurology	B04414	Q15814	TBCC	TBCC_Q15814_OID20942_v1_Neurology.tar	syn51469410	ENSG00000124659	6	42744498	42746103	-1	01:01	B
TBL1X:O60907:OID21220:v1	F-box-like/WD repeat-containing protein TBL1X	OID21220	O60907	TBL1X	Oncology	B04412	O60907	TBL1X	TBL1X_O60907_OID21220_v1_Oncology.tar	syn51471406	ENSG00000101849	X	9463320	9741037	1	01:01	A
TCL1A:P56279:OID20987:v1	T-cell leukemia/lymphoma protein 1A	OID20987	P56279	TCL1A	Neurology	B04414	P56279	TCL1A	TCL1A_P56279_OID20987_v1_Neurology.tar	syn51468755	ENSG00000100721	14	95709947	95714196	-1	01:01	B
TCL1B:O95988:OID20058:v1	T-cell leukemia/lymphoma protein 1B	OID20058	O95988	TCL1B	Cardiometabolic	B04413	O95988	TCL1B	TCL1B_O95988_OID20058_v1_Cardiometabolic.tar	syn51469027	ENSG00000213231	14	95686426	95692628	1	01:01	A
TCN2:P20062:OID20341:v1	Transcobalamin-2	OID20341	P20062	TCN2	Cardiometabolic	B04413	P20062	TCN2	TCN2_P20062_OID20341_v1_Cardiometabolic.tar	syn51470429	ENSG00000185339	22	30607003	30627271	1	0.111111111	C
TDGF1:P13385:OID20816:v1	Teratocarcinoma-derived growth factor 1	OID20816	P13385	TDGF1	Neurology	B04414	P13385	TDGF1	TDGF1_P13385_OID20816_v1_Neurology.tar	syn51470392	ENSG00000241186	3	46574534	46582457	1	01:01	A
TDRKH:Q9Y2W6:OID20875:v1	Tudor and KH domain-containing protein	OID20875	Q9Y2W6	TDRKH	Neurology	B04414	Q9Y2W6	TDRKH	TDRKH_Q9Y2W6_OID20875_v1_Neurology.tar	syn51469459	ENSG00000182134	1	151770107	151791416	-1	01:01	A
TEK:Q02763:OID21496:v1	Angiopoietin-1 receptor	OID21496	Q02763	TEK	Oncology	B04412	Q02763	TEK	TEK_Q02763_OID21496_v1_Oncology.tar	syn51470493	ENSG00000120156	9	27109141	27230174	1	01:10	D
TFF1:P04155:OID21154:v1	Trefoil factor 1	OID21154	P04155	TFF1	Neurology	B04414	P04155	TFF1	TFF1_P04155_OID21154_v1_Neurology.tar	syn51470837	ENSG00000160182	21	42362282	42366535	-1	0.111111111	D
TFF2:Q03403:OID20787:v1	Trefoil factor 2	OID20787	Q03403	TFF2	Inflammation	B04411	Q03403	TFF2	TFF2_Q03403_OID20787_v1_Inflammation.tar	syn51471424	ENSG00000160181	21	42346357	42350997	-1	01:10	D
TFF3:Q07654:OID20371:v1	Trefoil factor 3	OID20371	Q07654	TFF3	Cardiometabolic	B04413	Q07654	TFF3	TFF3_Q07654_OID20371_v1_Cardiometabolic.tar	syn51469703	ENSG00000160180	21	42311667	42315409	-1	0.736111111	D
TFPI:P10646:OID20388:v1	Tissue factor pathway inhibitor	OID20388	P10646	TFPI	Cardiometabolic	B04413	P10646	TFPI	TFPI_P10646_OID20388_v1_Cardiometabolic.tar	syn51471229	ENSG00000003436	2	187464230	187565760	-1	0.736111111	D
TFPI2:P48307:OID21512:v1	Tissue factor pathway inhibitor 2	OID21512	P48307	TFPI2	Oncology	B04412	P48307	TFPI2	TFPI2_P48307_OID21512_v1_Oncology.tar	syn51469716	ENSG00000105825	7	93885396	93890753	-1	01:10	D
TFRC:P02786:OID20369:v1	Transferrin receptor protein 1	OID20369	P02786	TFRC	Cardiometabolic	B04413	P02786	TFRC	TFRC_P02786_OID20369_v1_Cardiometabolic.tar	syn51468491	ENSG00000072274	3	196027183	196082096	-1	0.736111111	D
TGFA:P01135:OID20600:v1	Protransforming growth factor alpha [Cleaved into: Transforming growth factor alpha	OID20600	P01135	TGFA	Inflammation	B04411	P01135	TGFA	TGFA_P01135_OID20600_v1_Inflammation.tar	syn51470025	ENSG00000163235	2	70447284	70554193	-1	01:01	B
TGFB1:P01137:OID20621:v1	Transforming growth factor beta-1 proprotein [Cleaved into: Latency-associated peptide	OID20621	P01137	TGFB1	Inflammation	B04411	P01137	TGFB1	TGFB1_P01137_OID20621_v1_Inflammation.tar	syn51471354	ENSG00000105329	19	41301587	41353922	-1	01:01	C
TGFBI:Q15582:OID20417:v1	Transforming growth factor-beta-induced protein ig-h3	OID20417	Q15582	TGFBI	Cardiometabolic	B04413	Q15582	TGFBI	TGFBI_Q15582_OID20417_v1_Cardiometabolic.tar	syn51468640	ENSG00000120708	5	136028988	136063818	1	0.736111111	D
TGFBR2:P37173:OID21493:v1	TGF-beta receptor type-2	OID21493	P37173	TGFBR2	Oncology	B04412	P37173	TGFBR2	TGFBR2_P37173_OID21493_v1_Oncology.tar	syn51470142	ENSG00000163513	3	30606601	30694142	1	01:10	D
TGFBR3:Q03167:OID20255:v1	Transforming growth factor beta receptor type 3	OID20255	Q03167	TGFBR3	Cardiometabolic	B04413	Q03167	TGFBR3	TGFBR3_Q03167_OID20255_v1_Cardiometabolic.tar	syn51471135	ENSG00000069702	1	91680343	91906335	-1	0.111111111	C
TGM2:P21980:OID20141:v1	Protein-glutamine gamma-glutamyltransferase 2	OID20141	P21980	TGM2	Cardiometabolic	B04413	P21980	TGM2	TGM2_P21980_OID20141_v1_Cardiometabolic.tar	syn51469353	ENSG00000198959	20	38127385	38166578	-1	01:10	B
THBD:P07204:OID20231:v1	Thrombomodulin	OID20231	P07204	THBD	Cardiometabolic	B04413	P07204	THBD	THBD_P07204_OID20231_v1_Cardiometabolic.tar	syn51470308	ENSG00000178726	20	23045633	23049672	-1	01:10	B
THBS2:P35442:OID21104:v1	Thrombospondin-2	OID21104	P35442	THBS2	Neurology	B04414	P35442	THBS2	THBS2_P35442_OID21104_v1_Neurology.tar	syn51468486	ENSG00000186340	6	169215780	169254050	-1	0.111111111	D
THBS4:P35443:OID20368:v1	Thrombospondin-4	OID20368	P35443	THBS4	Cardiometabolic	B04413	P35443	THBS4	THBS4_P35443_OID20368_v1_Cardiometabolic.tar	syn51470473	ENSG00000113296	5	79991311	80083287	1	0.736111111	D
THOP1:P52888:OID20194:v1	Thimet oligopeptidase	OID20194	P52888	THOP1	Cardiometabolic	B04413	P52888	THOP1	THOP1_P52888_OID20194_v1_Cardiometabolic.tar	syn51470061	ENSG00000172009	19	2785503	2815807	1	01:10	B
THPO:P40225:OID20098:v1	Thrombopoietin	OID20098	P40225	THPO	Cardiometabolic	B04413	P40225	THPO	THPO_P40225_OID20098_v1_Cardiometabolic.tar	syn51468609	ENSG00000090534	3	184371935	184381968	-1	01:01	A
THY1:P04216:OID21050:v1	Thy-1 membrane glycoprotein	OID21050	P04216	THY1	Neurology	B04414	P04216	THY1	THY1_P04216_OID21050_v1_Neurology.tar	syn51471256	ENSG00000154096	11	119415476	119424985	-1	01:10	C
TIA1:P31483:OID20068:v1	Nucleolysin TIA-1 isoform p40	OID20068	P31483	TIA1	Cardiometabolic	B04413	P31483	TIA1	TIA1_P31483_OID20068_v1_Cardiometabolic.tar	syn51470520	ENSG00000116001	2	70209444	70248660	-1	01:01	A
TIE1:P35590:OID20303:v1	Tyrosine-protein kinase receptor Tie-1	OID20303	P35590	TIE1	Cardiometabolic	B04413	P35590	TIE1	TIE1_P35590_OID20303_v1_Cardiometabolic.tar	syn51469605	ENSG00000066056	1	43300982	43323108	1	0.111111111	C
TIGAR:Q9NQ88:OID20894:v1	"Fructose-2,6-bisphosphatase TIGAR "	OID20894	Q9NQ88	TIGAR	Neurology	B04414	Q9NQ88	TIGAR	TIGAR_Q9NQ88_OID20894_v1_Neurology.tar	syn51468971	ENSG00000078237	12	4307763	4360028	1	01:01	A
TIMD4:Q96H15:OID20375:v1	T-cell immunoglobulin and mucin domain-containing protein 4	OID20375	Q96H15	TIMD4	Cardiometabolic	B04413	Q96H15	TIMD4	TIMD4_Q96H15_OID20375_v1_Cardiometabolic.tar	syn51471035	ENSG00000145850	5	156919292	156963226	-1	0.736111111	D
TIMP1:P01033:OID20418:v1	Metalloproteinase inhibitor 1	OID20418	P01033	TIMP1	Cardiometabolic	B04413	P01033	TIMP1	TIMP1_P01033_OID20418_v1_Cardiometabolic.tar	syn51469491	ENSG00000102265	X	47582408	47586789	1	0.736111111	D
TIMP3:P35625:OID20684:v1	Metalloproteinase inhibitor 3	OID20684	P35625	TIMP3	Inflammation	B04411	P35625	TIMP3	TIMP3_P35625_OID20684_v1_Inflammation.tar	syn51470940	ENSG00000100234	22	32801705	32863041	1	01:10	D
TIMP4:Q99727:OID21147:v1	Metalloproteinase inhibitor 4	OID21147	Q99727	TIMP4	Neurology	B04414	Q99727	TIMP4	TIMP4_Q99727_OID21147_v1_Neurology.tar	syn51471183	ENSG00000157150	3	12153068	12158912	-1	0.111111111	D
TINAGL1:Q9GZM7:OID20180:v1	Tubulointerstitial nephritis antigen-like	OID20180	Q9GZM7	TINAGL1	Cardiometabolic	B04413	Q9GZM7	TINAGL1	TINAGL1_Q9GZM7_OID20180_v1_Cardiometabolic.tar	syn51469166	ENSG00000142910	1	31576485	31587686	1	01:10	B
TJAP1:Q5JTD0:OID21477:v1	Tight junction-associated protein 1	OID21477	Q5JTD0	TJAP1	Oncology	B04412	Q5JTD0	TJAP1	TJAP1_Q5JTD0_OID21477_v1_Oncology.tar	syn51470166	ENSG00000137221	6	43477523	43506556	1	01:10	D
TLR3:O15455:OID20612:v1	Toll-like receptor 3	OID20612	O15455	TLR3	Inflammation	B04411	O15455	TLR3	TLR3_O15455_OID20612_v1_Inflammation.tar	syn51469423	ENSG00000164342	4	186069155	186088073	1	01:01	C
TMPRSS15:P98073:OID21364:v1	Enteropeptidase	OID21364	P98073	TMPRSS15	Oncology	B04412	P98073	TMPRSS15	TMPRSS15_P98073_OID21364_v1_Oncology.tar	syn51469614	ENSG00000154646	21	18269116	18485879	-1	01:01	B
TMPRSS5:Q9H3S3:OID20947:v1	Transmembrane protease serine 5	OID20947	Q9H3S3	TMPRSS5	Neurology	B04414	Q9H3S3	TMPRSS5	TMPRSS5_Q9H3S3_OID20947_v1_Neurology.tar	syn51471300	ENSG00000166682	11	113687547	113706373	-1	01:01	B
TMSB10:P63313:OID21118:v1	Thymosin beta-10	OID21118	P63313	TMSB10	Neurology	B04414	P63313	TMSB10	TMSB10_P63313_OID21118_v1_Neurology.tar	syn51468699	ENSG00000034510	2	84905656	84906671	1	0.111111111	D
TNC:P24821:OID20359:v1	Tenascin	OID20359	P24821	TNC	Cardiometabolic	B04413	P24821	TNC	TNC_P24821_OID20359_v1_Cardiometabolic.tar	syn51470896	ENSG00000041982	9	115019575	115118257	-1	0.736111111	D
TNF:P01375:OID20074:v1	Tumor necrosis factor	OID20074	P01375	TNF	Cardiometabolic	B04413	P01375	TNF	TNF_P01375_OID20074_v1_Cardiometabolic.tar	syn51469040	ENSG00000232810	6	31575565	31578336	1	01:01	A
TNF:P01375:OID20473:v1	Tumor necrosis factor	OID20473	P01375	TNF	Inflammation	B04411	P01375	TNF	TNF_P01375_OID20473_v1_Inflammation.tar	syn51469773	ENSG00000232810	6	31575565	31578336	1	01:01	A
TNF:P01375:OID20848:v1	Tumor necrosis factor	OID20848	P01375	TNF	Neurology	B04414	P01375	TNF	TNF_P01375_OID20848_v1_Neurology.tar	syn51469329	ENSG00000232810	6	31575565	31578336	1	01:01	A
TNF:P01375:OID21237:v1	Tumor necrosis factor	OID21237	P01375	TNF	Oncology	B04412	P01375	TNF	TNF_P01375_OID21237_v1_Oncology.tar	syn51470943	ENSG00000232810	6	31575565	31578336	1	01:01	A
TNFAIP8:O95379:OID20433:v1	Tumor necrosis factor alpha-induced protein 8	OID20433	O95379	TNFAIP8	Inflammation	B04411	O95379	TNFAIP8	TNFAIP8_O95379_OID20433_v1_Inflammation.tar	syn51470281	ENSG00000145779	5	119268692	119399688	1	01:01	A
TNFRSF10A:O00220:OID20967:v1	Tumor necrosis factor receptor superfamily member 10A	OID20967	O00220	TNFRSF10A	Neurology	B04414	O00220	TNFRSF10A	TNFRSF10A_O00220_OID20967_v1_Neurology.tar	syn51468629	ENSG00000104689	8	23190452	23225102	-1	01:01	B
TNFRSF10B:O14763:OID20981:v1	Tumor necrosis factor receptor superfamily member 10B	OID20981	O14763	TNFRSF10B	Neurology	B04414	O14763	TNFRSF10B	TNFRSF10B_O14763_OID20981_v1_Neurology.tar	syn51468770	ENSG00000120889	8	23020133	23069031	-1	01:01	B
TNFRSF10C:O14798:OID20265:v1	Tumor necrosis factor receptor superfamily member 10C	OID20265	O14798	TNFRSF10C	Cardiometabolic	B04413	O14798	TNFRSF10C	TNFRSF10C_O14798_OID20265_v1_Cardiometabolic.tar	syn51471246	ENSG00000173535	8	23102921	23117445	1	0.111111111	C
TNFRSF11A:Q9Y6Q6:OID20646:v1	Tumor necrosis factor receptor superfamily member 11A	OID20646	Q9Y6Q6	TNFRSF11A	Inflammation	B04411	Q9Y6Q6	TNFRSF11A	TNFRSF11A_Q9Y6Q6_OID20646_v1_Inflammation.tar	syn51471444	ENSG00000141655	18	62325287	62391288	1	01:01	C
TNFRSF11B:O00300:OID20735:v1	Tumor necrosis factor receptor superfamily member 11B	OID20735	O00300	TNFRSF11B	Inflammation	B04411	O00300	TNFRSF11B	TNFRSF11B_O00300_OID20735_v1_Inflammation.tar	syn51468882	ENSG00000164761	8	118923557	118951885	-1	01:10	D
TNFRSF12A:Q9NP84:OID21482:v1	Tumor necrosis factor receptor superfamily member 12A	OID21482	Q9NP84	TNFRSF12A	Oncology	B04412	Q9NP84	TNFRSF12A	TNFRSF12A_Q9NP84_OID21482_v1_Oncology.tar	syn51470428	ENSG00000006327	16	3018445	3022383	1	01:10	D
TNFRSF13B:O14836:OID20702:v1	Tumor necrosis factor receptor superfamily member 13B	OID20702	O14836	TNFRSF13B	Inflammation	B04411	O14836	TNFRSF13B	TNFRSF13B_O14836_OID20702_v1_Inflammation.tar	syn51471400	ENSG00000240505	17	16929816	16972118	-1	01:10	D
TNFRSF13C:Q96RJ3:OID20480:v1	Tumor necrosis factor receptor superfamily member 13C	OID20480	Q96RJ3	TNFRSF13C	Inflammation	B04411	Q96RJ3	TNFRSF13C	TNFRSF13C_Q96RJ3_OID20480_v1_Inflammation.tar	syn51468893	ENSG00000159958	22	41922032	41926806	-1	01:01	A
TNFRSF14:Q92956:OID20783:v1	Tumor necrosis factor receptor superfamily member 14	OID20783	Q92956	TNFRSF14	Inflammation	B04411	Q92956	TNFRSF14	TNFRSF14_Q92956_OID20783_v1_Inflammation.tar	syn51471041	ENSG00000157873	1	2555639	2565382	1	01:10	D
TNFRSF19:Q9NS68:OID21446:v1	Tumor necrosis factor receptor superfamily member 19	OID21446	Q9NS68	TNFRSF19	Oncology	B04412	Q9NS68	TNFRSF19	TNFRSF19_Q9NS68_OID21446_v1_Oncology.tar	syn51468648	ENSG00000127863	13	23570370	23676104	1	01:01	C
TNFRSF1A:P19438:OID21155:v1	Tumor necrosis factor receptor superfamily member 1A	OID21155	P19438	TNFRSF1A	Neurology	B04414	P19438	TNFRSF1A	TNFRSF1A_P19438_OID21155_v1_Neurology.tar	syn51468634	ENSG00000067182	12	6328757	6342114	-1	0.111111111	D
TNFRSF1B:P20333:OID21145:v1	Tumor necrosis factor receptor superfamily member 1B	OID21145	P20333	TNFRSF1B	Neurology	B04414	P20333	TNFRSF1B	TNFRSF1B_P20333_OID21145_v1_Neurology.tar	syn51469295	ENSG00000028137	1	12166991	12209228	1	0.111111111	D
TNFRSF21:O75509:OID21052:v1	Tumor necrosis factor receptor superfamily member 21	OID21052	O75509	TNFRSF21	Neurology	B04414	O75509	TNFRSF21	TNFRSF21_O75509_OID21052_v1_Neurology.tar	syn51471372	ENSG00000146072	6	47231532	47309905	-1	01:10	C
TNFRSF4:P43489:OID20653:v1	Tumor necrosis factor receptor superfamily member 4	OID20653	P43489	TNFRSF4	Inflammation	B04411	P43489	TNFRSF4	TNFRSF4_P43489_OID20653_v1_Inflammation.tar	syn51471260	ENSG00000186827	1	1211340	1214153	-1	01:01	C
TNFRSF6B:O95407:OID20964:v1	Tumor necrosis factor receptor superfamily member 6B	OID20964	O95407	TNFRSF6B	Neurology	B04414	O95407	TNFRSF6B	TNFRSF6B_O95407_OID20964_v1_Neurology.tar	syn51469490	ENSG00000243509	20	63696652	63698684	1	01:01	B
TNFRSF8:P28908:OID21049:v1	Tumor necrosis factor receptor superfamily member 8	OID21049	P28908	TNFRSF8	Neurology	B04414	P28908	TNFRSF8	TNFRSF8_P28908_OID21049_v1_Neurology.tar	syn51468890	ENSG00000120949	1	12063303	12144207	1	01:10	C
TNFRSF9:Q07011:OID20985:v1	Tumor necrosis factor receptor superfamily member 9	OID20985	Q07011	TNFRSF9	Neurology	B04414	Q07011	TNFRSF9	TNFRSF9_Q07011_OID20985_v1_Neurology.tar	syn51471224	ENSG00000049249	1	7915871	7943165	-1	01:01	B
TNFSF10:P50591:OID20611:v1	Tumor necrosis factor ligand superfamily member 10	OID20611	P50591	TNFSF10	Inflammation	B04411	P50591	TNFSF10	TNFSF10_P50591_OID20611_v1_Inflammation.tar	syn51471028	ENSG00000121858	3	172505508	172523475	-1	01:01	C
TNFSF11:O14788:OID20592:v1	Tumor necrosis factor ligand superfamily member 11	OID20592	O14788	TNFSF11	Inflammation	B04411	O14788	TNFSF11	TNFSF11_O14788_OID20592_v1_Inflammation.tar	syn51469943	ENSG00000120659	13	42562736	42608013	1	01:01	B
TNFSF12:O43508:OID20624:v1	Tumor necrosis factor ligand superfamily member 12	OID20624	O43508	TNFSF12	Inflammation	B04411	O43508	TNFSF12	TNFSF12_O43508_OID20624_v1_Inflammation.tar	syn51469651	ENSG00000239697	17	7549058	7557890	1	01:01	C
TNFSF13:O75888:OID20733:v1	Tumor necrosis factor ligand superfamily member 13	OID20733	O75888	TNFSF13	Inflammation	B04411	O75888	TNFSF13	TNFSF13_O75888_OID20733_v1_Inflammation.tar	syn51470437	ENSG00000161955	17	7558292	7561608	1	01:10	D
TNFSF13B:Q9Y275:OID20272:v1	Tumor necrosis factor ligand superfamily member 13B	OID20272	Q9Y275	TNFSF13B	Cardiometabolic	B04413	Q9Y275	TNFSF13B	TNFSF13B_Q9Y275_OID20272_v1_Cardiometabolic.tar	syn51469152	ENSG00000102524	13	108251240	108308484	1	0.111111111	C
TNFSF14:O43557:OID20953:v1	Tumor necrosis factor ligand superfamily member 14	OID20953	O43557	TNFSF14	Neurology	B04414	O43557	TNFSF14	TNFSF14_O43557_OID20953_v1_Neurology.tar	syn51469702	ENSG00000125735	19	6661253	6670588	-1	01:01	B
TNNI3:P19429:OID20050:v1	"Troponin I, cardiac muscle "	OID20050	P19429	TNNI3	Cardiometabolic	B04413	P19429	TNNI3	TNNI3_P19429_OID20050_v1_Cardiometabolic.tar	syn51469966	ENSG00000129991	19	55151767	55157773	-1	01:01	A
